Date,Daily_Return,MA_7,MA_30,MA_90,Volatility_7D,Close_t-1,Close_t-2,Close_t-5,Daily_Return_t-1,Daily_Return_t-2,Daily_Return_t-5,Volume_t-1
2000-05-11,3.5242572147278217,0.8264942680086408,0.907838241259257,0.8739433997207218,2.655482927819501,0.7446214556694031,0.7905449867248535,0.8299081325531006,-5.809097752388126,-4.256583506583511,-3.8023154934633703,535091200.0
2000-05-12,4.680858170862656,0.810360746724265,0.8995594561100007,0.8731832120153639,3.452138202345631,0.7708638310432434,0.7446214556694031,0.8481844663619995,3.5242572147278217,-5.809097752388126,2.20221167765573,499744000.0
2000-05-15,-6.155652081550434,0.8023944241659982,0.8950295627117157,0.8736101686954498,4.226844988285183,0.806946873664856,0.7708638310432434,0.8256912231445312,4.680858170862656,3.5242572147278217,-2.6519282195706095,306913600.0
2000-05-16,4.641025741935234,0.7920181240354266,0.8863290409247081,0.8733602490690019,4.577673904162651,0.7572740316390991,0.806946873664856,0.7905449867248535,-6.155652081550434,4.680858170862656,-4.256583506583511,678932800.0
2000-05-17,-4.080343959460198,0.784051673752921,0.8794248640537262,0.8742506073580848,4.9576436499244405,0.7924193143844604,0.7572740316390991,0.7446214556694031,4.641025741935234,-6.155652081550434,-5.809097752388126,440451200.0
2000-05-18,-0.6165482223550955,0.7746794819831848,0.8729424218336741,0.8744068152374691,5.071728899861077,0.7600858807563782,0.7924193143844604,0.7708638310432434,-4.080343959460198,4.641025741935234,3.5242572147278217,398092800.0
2000-05-19,-6.699742502111883,0.7696587102753776,0.8655383626619975,0.8746567434734769,4.872665746257003,0.7553995847702026,0.7600858807563782,0.806946873664856,-0.6165482223550955,-4.080343959460198,4.680858170862656,373777600.0
2000-05-22,-4.321890056248046,0.7639684677124023,0.8577438056468963,0.8747608800729115,5.041724413253926,0.7047897577285767,0.7553995847702026,0.7572740316390991,-6.699742502111883,-0.6165482223550955,-6.155652081550434,740667200.0
2000-05-23,-4.5864751905974614,0.7501778517450605,0.8472938021024068,0.8749899718496534,4.820574790810899,0.6743295192718506,0.7047897577285767,0.7924193143844604,-4.321890056248046,-6.699742502111883,4.641025741935234,755507200.0
2000-05-24,2.1849949886455944,0.7268142359597343,0.8374998688697814,0.8740787890222338,3.938016034452538,0.643401563167572,0.6743295192718506,0.7600858807563782,-4.5864751905974614,-4.321890056248046,-4.080343959460198,517585600.0
2000-05-25,-0.481145378395198,0.712555067879813,0.8295647462209066,0.873016607761383,4.1228833421896045,0.6574598550796509,0.643401563167572,0.7553995847702026,2.1849949886455944,-4.5864751905974614,-0.6165482223550955,678462400.0
2000-05-26,-1.0205812481313692,0.6928232397351947,0.8240702986717224,0.8716277003288269,3.087801536600831,0.6542965173721313,0.6574598550796509,0.7047897577285767,-0.481145378395198,2.1849949886455944,-6.699742502111883,406750400.0
2000-05-30,1.3748428244856337,0.6767565267426627,0.8172129650910696,0.8699459109041426,3.0692968368739253,0.6476188898086548,0.6542965173721313,0.6743295192718506,-1.0205812481313692,-0.481145378395198,-4.321890056248046,181148800.0
2000-05-31,-4.068528180086439,0.6626312477248055,0.8111366530259451,0.8677850948439704,3.3243948200054967,0.6565226316452026,0.6476188898086548,0.643401563167572,1.3748428244856337,-1.0205812481313692,-4.5864751905974614,713059200.0
2000-06-01,6.101212995158556,0.6519201142447335,0.8011708756287893,0.8655097285906473,2.803970159564953,0.6298118233680725,0.6565226316452026,0.6574598550796509,-4.068528180086439,1.3748428244856337,2.1849949886455944,433507200.0
2000-06-02,3.856946993860499,0.6510498949459621,0.7917361855506897,0.8640830689006381,3.7129471536773098,0.6682379841804504,0.6298118233680725,0.6542965173721313,6.101212995158556,-4.068528180086439,-0.481145378395198,903840000.0
2000-06-05,-1.350469297163026,0.6582798957824707,0.7845977067947387,0.862442938486735,3.3557771542719896,0.6940115690231323,0.6682379841804504,0.6476188898086548,3.856946993860499,6.101212995158556,-1.0205812481313692,792848000.0
2000-06-06,1.7111892657878158,0.6621626530374799,0.7777091324329376,0.8608704891469744,3.436559249105137,0.6846391558647156,0.6940115690231323,0.6565226316452026,-1.350469297163026,3.856946993860499,1.3748428244856337,323668800.0
2000-06-07,3.9703696653191622,0.6681709544999259,0.7708049496014913,0.8594438314437867,3.4182333870299204,0.6963546276092529,0.6846391558647156,0.6298118233680725,1.7111892657878158,-1.350469297163026,-4.068528180086439,525481600.0
2000-06-08,-1.8123042994395375,0.6790828960282462,0.7628698289394379,0.8590220828851064,3.4605290324551863,0.724002480506897,0.6963546276092529,0.6682379841804504,3.9703696653191622,1.7111892657878158,6.101212995158556,337019200.0
2000-06-09,0.9888476272805092,0.6868484275681632,0.7562468071778615,0.858277514245775,3.7048114794917857,0.7108813524246216,0.724002480506897,0.6940115690231323,-1.8123042994395375,3.9703696653191622,3.856946993860499,238526400.0
